source_row_id,partner_id,campaign_id,click_date,clicks,conversions,revenue,commission_paid,device_type,region
383,PTR015,1,2025-03-19,3094,396,85491.71,12823.76,Mobile,DE
384,PTR004,6,2025-07-30,648,71,8319.08,415.95,Desktop,US
385,PTR011,6,2025-01-15,3677,131,5015.91,1003.18,Desktop,US
386,PTR004,5,2026-02-08,3260,201,8959.54,1343.93,Mobile,US
387,PTR020,6,2025-09-03,653,6,366.38,18.32,Tablet,UK
389,PTR018,4,2026-02-04,2492,49,2922.88,8351.47,Tablet,US
390,PTR001,1,2025-12-12,1278,97,3408.05,272.64,Desktop,US
391,PTR018,5,2025-03-14,3370,115,16582.37,1989.88,Tablet,DE
392,PTR016,1,2026-03-18,809,79,2144.80,107.24,Mobile,US
393,PTR002,4,2026-03-31,4639,0,0.00,0.00,Tablet,AU
394,PTR010,6,2026-06-03,1331,24,2308.56,346.28,Mobile,US
395,PTR007,4,2026-06-24,3344,188,39791.34,4774.96,Desktop,AU
396,PTR003,1,2026-04-15,2311,29,2011.62,201.16,Desktop,AU
397,PTR019,6,2026-01-27,2406,22,3407.51,170.38,Tablet,UK
398,PTR009,3,2026-06-17,3761,407,49704.96,5964.60,Mobile,CA
399,PTR014,6,2025-01-30,3810,527,31713.32,3171.33,Tablet,UK
400,PTR019,5,2025-01-25,1904,183,32376.55,3237.66,Tablet,US
401,PTR008,6,2025-01-03,1459,134,16348.93,3269.79,Desktop,CA
402,PTR010,4,2026-04-09,570,61,4652.91,930.58,Tablet,US
403,PTR004,4,2025-01-22,567,33,6827.81,682.78,Desktop,US
404,PTR006,4,2026-05-30,1850,43,7255.51,580.44,Desktop,DE
405,PTR020,1,2025-06-24,266,5,894.15,71.53,Desktop,AU
406,PTR006,4,2025-09-20,2467,58,1199.40,119.94,Desktop,DE
407,PTR005,5,2025-02-27,2839,103,2485.16,372.77,Unknown,DE
408,PTR003,4,2026-01-06,1973,234,26345.67,5269.13,Tablet,US
409,PTR016,5,2025-12-23,404,28,2143.52,428.70,Tablet,US
410,PTR016,4,2025-04-29,966,22,3353.89,670.78,Tablet,DE
411,PTR018,2,2025-09-27,1108,74,8676.34,694.11,Desktop,US
413,PTR005,5,2025-01-03,3078,0,0.00,0.00,Tablet,DE
414,PTR010,4,2026-03-27,2590,132,2783.29,222.66,Desktop,AU
415,PTR004,3,2026-06-20,278,21,449.63,22.48,Mobile,UK
416,PTR004,3,2026-02-09,2209,130,9860.35,788.83,Mobile,US
417,PTR001,6,2025-07-03,2481,74,2571.38,128.57,Desktop,US
419,PTR011,3,2025-06-29,3124,189,21515.14,2151.51,Desktop,US
420,PTR017,2,2025-02-02,2044,103,13131.79,1575.81,Mobile,US
421,PTR020,3,2025-04-09,1954,204,25284.40,1264.22,Tablet,CA
422,PTR007,2,2025-10-08,3378,257,39742.67,3179.41,Mobile,US
423,PTR011,3,2025-01-31,1124,48,6161.89,739.43,Mobile,DE
424,PTR009,1,2025-02-18,410,8,901.52,180.30,Desktop,US
425,PTR007,1,2025-05-22,982,98,16583.25,3316.65,Desktop,AU
426,PTR020,2,2025-11-29,55,1,199.73,15.98,Tablet,CA
427,PTR008,6,2025-11-01,2198,258,23868.08,2386.81,Mobile,US
428,PTR012,4,2025-07-11,187,8,560.44,28.02,Mobile,UK
429,PTR010,2,2025-04-12,3306,33,6803.34,340.17,Tablet,UK
430,PTR011,1,2026-03-08,2513,148,7135.06,570.80,Tablet,US
431,PTR013,5,2025-04-26,699,35,2547.02,127.35,Desktop,UK
432,PTR004,4,2026-06-07,1696,149,9974.50,997.45,Mobile,US
433,PTR012,4,2026-05-02,1511,27,3758.18,751.64,Tablet,US
434,PTR008,5,2025-04-18,2120,183,6421.01,1284.20,Mobile,DE
435,PTR017,3,2026-03-02,2879,240,11111.88,555.59,Mobile,AU
436,PTR017,6,2026-06-20,1837,74,14094.80,1691.38,Mobile,DE
437,PTR008,3,2025-05-01,1230,24,3465.39,415.85,Tablet,US
438,PTR001,4,2025-06-25,1959,123,20611.18,4122.24,Tablet,US
439,PTR018,1,2026-01-31,1037,119,23088.66,2308.87,Desktop,CA
440,PTR014,3,2025-10-17,2515,286,29839.51,2387.16,Mobile,US
441,PTR006,4,2026-05-15,1609,226,10765.42,538.27,Desktop,US
442,PTR017,2,2025-05-20,2044,339,53584.31,44379.66,Tablet,US
443,PTR004,6,2026-01-02,1883,64,11357.10,1703.57,Tablet,US
444,PTR008,6,2025-07-31,418,28,5426.50,434.12,Desktop,DE
445,PTR007,4,2025-06-29,2414,31,4086.74,326.94,Mobile,Unknown
446,PTR012,2,2025-03-06,1634,66,4623.30,462.33,Tablet,CA
447,PTR001,5,2026-01-06,3511,442,20004.53,2400.54,Mobile,CA
448,PTR007,6,2026-05-03,1684,64,12534.04,1253.40,Mobile,AU
449,PTR003,3,2026-05-13,3120,86,17982.94,1438.64,Mobile,DE
450,PTR014,1,2025-06-23,2521,91,6924.64,346.23,Desktop,DE
451,PTR013,2,2025-06-28,2336,82,6053.02,726.36,Desktop,US
452,PTR012,2,2025-04-21,962,108,8882.06,1332.31,Tablet,UK
453,PTR003,2,2025-10-19,3403,213,38804.46,3104.36,Desktop,AU
454,PTR013,5,2026-05-03,4403,0,0.00,0.00,Tablet,US
455,PTR019,6,2025-02-02,634,80,14305.99,2145.90,Desktop,DE
456,PTR020,2,2025-07-23,2363,242,17749.44,1774.94,Tablet,US
457,PTR004,5,2025-01-26,1131,17,2836.23,425.43,Mobile,DE
458,PTR003,2,2025-09-01,1856,82,4171.96,417.20,Mobile,AU
459,PTR005,2,2025-05-06,1149,79,8503.81,1700.76,Unknown,US
460,PTR014,6,2025-10-04,2608,51,1619.27,323.85,Tablet,DE
461,PTR011,3,2025-11-29,2001,106,11612.78,929.02,Tablet,US
462,PTR002,4,2025-02-02,1648,78,15183.12,1518.31,Desktop,US
463,PTR018,3,2026-06-07,2822,208,11139.46,1113.95,Mobile,AU
465,PTR016,1,2025-11-22,2483,46,4438.97,887.79,Desktop,Unknown
466,PTR013,3,2025-10-09,2680,18,720.37,144.07,Mobile,AU
467,PTR015,6,2026-03-30,3528,215,5879.65,1175.93,Tablet,AU
468,PTR004,2,2025-05-26,1078,21,1870.82,149.67,Mobile,US
469,PTR010,3,2025-09-05,2702,133,14238.80,2135.82,Tablet,DE
470,PTR005,3,2026-04-08,3685,578,123316.33,12331.63,Tablet,UK
471,PTR005,5,2026-04-30,3218,104,15609.51,1560.95,Tablet,US
472,PTR001,4,2025-12-06,830,26,4666.92,466.69,Tablet,CA
473,PTR007,4,2026-03-11,847,109,18956.99,3791.40,Tablet,UK
474,PTR004,2,2026-06-10,3593,262,27711.10,3325.33,Desktop,AU
475,PTR001,4,2026-06-15,3121,202,12014.22,1201.42,Tablet,UK
476,PTR001,4,2025-04-28,3629,162,6134.65,736.16,Tablet,US
477,PTR011,2,2025-06-04,284,29,3950.99,395.10,Desktop,Unknown
478,PTR019,2,2025-07-06,2706,91,18571.48,2785.72,Unknown,AU
479,PTR004,6,2025-11-13,3027,64,2764.73,331.77,Desktop,CA
480,PTR019,3,2025-11-22,2862,258,22470.47,3370.57,Desktop,AU
481,PTR008,4,2026-02-20,1862,29,3313.87,265.11,Desktop,CA
482,PTR002,1,2025-02-12,3828,270,30252.68,1512.63,Desktop,AU
483,PTR003,4,2026-02-21,2279,224,25898.52,1294.93,Desktop,AU
484,PTR015,6,2026-03-02,1187,149,24490.26,2938.83,Mobile,UK
485,PTR005,6,2026-02-24,959,91,1543.99,1786.88,Mobile,US
486,PTR017,2,2025-01-23,2459,226,47672.35,2383.62,Tablet,AU
487,PTR019,2,2026-03-04,629,23,1503.62,225.54,Desktop,US
488,PTR005,6,2025-06-17,1121,130,3248.25,324.83,Tablet,UK
489,PTR010,5,2025-03-31,1670,195,5990.81,479.26,Tablet,CA
490,PTR001,2,2025-08-17,948,31,5347.85,534.79,Mobile,DE
491,PTR014,5,2025-09-02,1006,55,7689.59,768.96,Mobile,CA
492,PTR011,2,2025-07-28,3094,0,0.00,0.00,Tablet,Unknown
493,PTR001,2,2026-01-07,1946,121,10480.57,838.45,Tablet,CA
494,PTR008,5,2025-07-19,1387,134,2300.58,115.03,Desktop,US
495,PTR006,5,2025-01-05,409,61,6851.32,1370.26,Tablet,US
496,PTR014,4,2025-06-09,86,2,401.65,40.16,Tablet,CA
497,PTR020,2,2025-10-06,2661,240,45591.32,3647.31,Tablet,UK
498,PTR020,2,2025-12-12,173,1,146.50,21.97,Tablet,AU
499,PTR013,4,2025-06-05,3956,281,54314.09,6517.69,Mobile,US
500,PTR014,1,2025-08-14,2418,321,15321.38,1838.57,Mobile,CA
501,PTR008,5,2026-03-10,595,15,1480.75,222.11,Tablet,US
502,PTR020,2,2025-07-05,3506,204,8592.61,429.63,Mobile,Unknown
503,PTR010,4,2026-06-30,1646,44,2094.36,251.32,Mobile,US
504,PTR004,2,2025-06-22,1494,77,16792.59,839.63,Tablet,DE
505,PTR009,2,2026-03-01,1856,229,22346.83,4469.37,Unknown,US
506,PTR015,4,2025-06-02,2378,52,5991.62,299.58,Unknown,US
507,PTR007,3,2026-02-24,2274,157,11415.82,913.27,Tablet,DE
509,PTR003,5,2025-03-15,1009,73,11934.25,954.74,Unknown,US
510,PTR010,2,2025-11-10,2473,66,7039.66,1407.93,Tablet,US
511,PTR015,5,2025-09-20,1967,153,19922.70,1992.27,Mobile,AU
512,PTR019,3,2026-06-26,1527,66,2170.24,108.51,Mobile,UK
513,PTR005,1,2025-07-22,1624,57,9451.28,756.10,Desktop,US
514,PTR008,3,2026-03-23,3446,242,27440.52,3292.86,Desktop,US
515,PTR010,5,2026-04-24,3318,198,10806.07,864.49,Desktop,US
516,PTR009,3,2026-01-01,654,68,12267.01,1226.70,Mobile,AU
517,PTR016,2,2025-06-15,853,92,3814.76,305.18,Mobile,US
518,PTR016,5,2025-01-29,587,47,3645.25,364.53,Mobile,US
519,PTR020,2,2025-05-02,948,26,3988.97,478.68,Tablet,Unknown
520,PTR016,1,2025-04-28,1866,49,7165.97,716.60,Mobile,DE
521,PTR015,6,2026-06-30,2242,259,38041.50,7608.30,Mobile,US
522,PTR002,5,2025-06-11,208,9,1031.05,123.73,Tablet,AU
523,PTR009,6,2025-07-07,2803,107,6756.68,540.53,Mobile,AU
524,PTR012,1,2026-03-21,3815,292,43455.36,6518.30,Mobile,DE
525,PTR018,6,2025-12-05,2883,92,14983.42,1498.34,Mobile,CA
526,PTR015,3,2025-06-14,4463,0,0.00,0.00,Tablet,US
527,PTR019,1,2025-11-23,2454,180,35033.93,7006.79,Desktop,DE
528,PTR012,3,2025-05-12,2689,63,3444.03,413.28,Tablet,US
529,PTR001,2,2026-02-10,4785,0,0.00,0.00,Mobile,Unknown
530,PTR016,4,2026-04-24,3834,332,52460.21,4196.82,Tablet,US
531,PTR020,3,2025-09-04,3743,151,16491.00,43029.41,Tablet,US
532,PTR012,2,2026-03-02,2254,273,50299.90,4023.99,Tablet,UK
533,PTR008,5,2025-09-29,315,8,960.98,192.20,Mobile,US
534,PTR001,5,2025-05-27,2246,306,35886.77,4306.41,Mobile,US
536,PTR011,6,2026-02-28,1247,195,40231.67,4023.17,Mobile,AU
537,PTR017,3,2026-03-05,2819,242,27257.37,1362.87,Tablet,US
538,PTR019,6,2026-06-16,3576,214,22516.31,2701.96,Mobile,DE
539,PTR005,4,2025-12-17,2337,178,34138.75,2731.10,Desktop,US
540,PTR005,1,2025-10-08,67,2,252.44,37.87,Tablet,CA
541,PTR001,4,2025-11-05,2715,204,32364.38,3883.73,Tablet,UK
542,PTR020,3,2025-01-11,1577,100,3576.20,715.24,Desktop,US
543,PTR013,2,2025-04-02,3496,166,24513.13,4902.63,Desktop,US
544,PTR004,6,2025-04-13,686,40,7128.38,712.84,Mobile,DE
545,PTR011,5,2025-11-23,1614,117,9822.92,1473.44,Desktop,US
546,PTR016,5,2026-04-28,1696,72,14637.74,731.89,Tablet,US
547,PTR006,1,2025-01-19,2807,162,34917.49,5237.62,Tablet,US
548,PTR015,4,2025-12-22,3456,164,29691.69,2375.34,Tablet,CA
549,PTR003,1,2025-12-01,1706,43,9208.68,1381.30,Mobile,US
550,PTR004,1,2025-06-01,621,47,3529.69,705.94,Desktop,CA
551,PTR003,4,2026-03-14,1145,32,5515.03,551.50,Desktop,DE
552,PTR015,5,2026-05-21,3966,585,21096.53,1687.72,Mobile,US
553,PTR014,6,2026-01-13,3700,229,41723.25,3337.86,Unknown,US
554,PTR017,2,2026-01-06,1817,26,5419.62,270.98,Mobile,DE
555,PTR011,3,2025-05-16,3530,207,10436.51,1252.38,Mobile,UK
556,PTR017,4,2026-05-02,3378,169,14522.42,1161.79,Mobile,AU
557,PTR012,6,2026-06-23,1984,98,9525.01,1428.75,Mobile,AU
558,PTR013,2,2025-12-31,2735,146,10537.20,1264.46,Desktop,US
559,PTR013,2,2026-03-27,1393,89,18199.04,2729.86,Tablet,UK
560,PTR010,6,2026-01-25,2190,82,16070.07,1928.41,Desktop,US
561,PTR010,4,2025-04-05,1642,32,2609.98,313.20,Tablet,UK
562,PTR014,5,2025-10-25,778,109,22618.79,2261.88,Tablet,US
563,PTR015,2,2025-11-15,2960,185,14270.09,2140.51,Desktop,AU
564,PTR014,6,2025-09-05,3692,26,4603.42,690.51,Desktop,US
565,PTR004,6,2025-08-01,3681,461,7418.14,890.18,Mobile,UK
566,PTR015,5,2025-05-11,6227,0,0.00,0.00,Mobile,US
567,PTR013,4,2026-04-02,2361,64,6133.51,490.68,Tablet,US
568,PTR016,3,2026-01-03,1234,174,9071.12,453.56,Tablet,US
569,PTR003,6,2025-01-31,966,48,1320.80,66.04,Unknown,US
570,PTR001,6,2025-11-03,429,6,221.65,33.25,Tablet,US
571,PTR018,5,2025-02-03,1427,82,17645.09,3529.02,Tablet,Unknown
572,PTR007,2,2025-06-03,1348,93,15063.04,1807.56,Mobile,US
573,PTR013,2,2026-03-14,1348,77,3374.56,337.46,Desktop,US
574,PTR016,3,2025-12-12,1764,126,10032.23,802.58,Desktop,DE
575,PTR010,5,2025-08-28,2689,39,1208.12,181.22,Mobile,US
576,PTR016,1,2025-11-21,1433,197,14577.37,2186.61,Desktop,DE
577,PTR020,5,2025-01-28,1990,176,12664.78,1013.18,Desktop,US
578,PTR008,6,2025-01-20,3207,257,21980.44,3297.07,Desktop,Unknown
579,PTR007,6,2025-05-10,2089,144,15285.31,1222.82,Mobile,US
580,PTR009,1,2026-02-27,3045,69,3539.77,424.77,Tablet,US
